Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP,Classe
4.07,-0.8,2.7,11.8,218.29,9.2,37.1,196.39,-0.26,6.24,0
4.08,-0.79,2.71,11.8,217.49,9.2,37.1,198.1,-0.27,6.16,0
4.09,-0.76,2.7,11.79,217.26,9.1,37.1,198.0,-0.26,6.13,0
4.11,-0.7,2.7,11.72,216.8,9.0,37.1,197.24,-0.18,6.09,0
4.11,-0.7,2.72,11.71,217.14,9.1,37.1,197.92,-0.18,6.09,0
4.12,-0.71,2.75,11.7,218.53,8.9,37.1,195.2,-0.18,6.23,0
4.11,-0.79,2.71,11.7,217.38,8.9,37.1,197.67,-0.18,6.21,0
4.09,-0.8,2.74,11.7,216.72,9.0,37.1,197.76,-0.18,6.18,0
4.06,-0.86,2.73,11.7,217.06,9.1,37.1,196.34,-0.14,6.28,0
4.01,-0.99,2.75,11.69,217.89,9.0,37.1,195.8,-0.14,6.41,0
3.94,-1.12,2.71,11.62,216.48,8.9,37.1,195.52,-0.17,6.45,0
3.92,-1.24,2.67,11.6,217.69,8.9,37.1,195.02,-0.17,6.65,0
3.87,-1.35,2.63,11.69,216.77,9.0,37.1,195.86,-0.12,6.66,0
3.9,-1.25,2.51,11.7,174.05,9.2,37.1,196.35,-0.17,5.26,0
4.02,-0.92,2.55,11.7,173.02,9.3,37.1,196.2,-0.23,5.02,0
4.11,-0.74,2.65,11.72,204.06,9.0,37.1,197.42,-0.26,5.78,0
4.16,-0.7,2.68,11.72,216.23,9.0,37.1,196.98,-0.23,6.15,0
4.18,-0.69,2.76,11.7,217.66,9.0,37.1,197.32,-0.25,6.19,0
4.16,-0.71,2.73,11.7,216.32,9.0,37.1,195.5,-0.23,6.22,0
4.13,-0.8,2.76,11.68,217.56,9.0,37.1,195.5,-0.23,6.33,0
4.08,-0.92,2.74,11.6,217.84,8.9,37.1,195.37,-0.22,6.42,0
3.98,-1.09,2.75,11.56,215.68,8.9,37.1,193.68,-0.15,6.51,0
3.91,-1.28,2.7,11.5,217.99,8.7,37.1,193.6,-0.06,6.74,0
3.87,-1.47,2.73,11.5,217.8,8.8,37.1,192.72,-0.05,6.95,0
3.85,-1.58,2.59,11.5,187.54,8.9,37.1,192.88,-0.05,6.09,0
3.87,-1.46,2.52,11.5,171.8,9.1,37.1,193.02,-0.03,5.47,0
3.9,-1.34,2.55,11.57,171.26,9.0,37.1,193.88,-0.04,5.33,0
3.98,-1.08,2.49,11.6,170.27,9.1,37.1,195.86,-0.04,5.07,0
4.08,-0.82,2.58,11.61,176.12,9.1,37.1,195.5,-0.09,5.09,0
4.08,-0.8,2.72,11.61,215.68,8.9,37.1,195.69,-0.11,6.21,0
4.07,-0.81,2.75,11.67,218.32,8.9,37.1,195.64,-0.13,6.28,0
4.0,-0.96,2.76,11.68,218.65,9.0,37.1,195.68,-0.16,6.4,0
3.92,-1.11,2.7,11.68,217.79,9.0,37.1,195.96,-0.14,6.44,0
3.91,-1.22,2.67,11.6,216.69,8.9,37.1,194.56,0.01,6.58,0
3.88,-1.3,2.64,11.6,209.8,9.0,37.1,195.08,0.0,6.42,0
3.9,-1.13,2.54,11.6,171.46,9.0,37.1,194.42,0.0,5.12,0
3.94,-0.91,2.65,11.6,171.67,9.1,37.1,196.47,-0.03,4.88,0
3.89,-1.02,2.75,11.66,214.78,8.8,37.1,194.58,-0.09,6.25,0
3.84,-1.12,2.71,11.57,218.39,8.9,37.1,194.7,-0.02,6.42,0
3.8,-1.2,2.67,11.5,218.32,8.8,37.1,192.62,0.01,6.53,0
3.78,-1.27,2.69,11.51,217.19,9.0,37.1,192.84,-0.02,6.57,0
3.72,-1.51,2.7,11.6,217.03,8.9,37.1,194.45,-0.1,6.74,0
3.71,-1.51,2.53,11.53,186.94,9.1,37.1,193.72,-0.03,5.8,0
3.81,-1.25,2.52,11.5,170.98,9.0,37.1,194.42,0.01,5.12,0
3.89,-1.01,2.57,11.59,190.26,9.2,37.1,194.36,-0.02,5.52,0
3.92,-1.0,2.67,11.6,217.75,8.9,37.1,194.57,-0.01,6.34,0
3.95,-0.94,2.64,11.6,217.7,9.0,37.1,196.34,-0.02,6.25,0
3.98,-0.93,2.67,11.64,217.04,8.9,37.1,197.32,-0.04,6.22,0
4.02,-0.9,2.62,11.7,217.83,9.0,37.1,197.0,-0.07,6.27,0
4.06,-0.88,2.66,11.67,216.54,9.0,37.1,195.66,-0.03,6.31,0
4.11,-0.8,2.67,11.6,218.27,9.0,37.1,195.44,0.0,6.32,0
4.16,-0.78,2.67,11.69,218.18,9.0,37.1,196.62,-0.1,6.32,0
4.22,-0.7,2.65,11.7,215.6,9.1,37.1,196.78,-0.09,6.21,0
4.28,-0.67,2.71,11.69,218.03,9.0,37.1,197.24,0.02,6.31,0
4.33,-0.62,2.7,11.7,218.09,8.9,37.1,196.44,-0.06,6.34,0
4.37,-0.6,2.76,11.7,217.66,8.9,37.1,195.2,0.01,6.39,0
4.38,-0.6,2.74,11.79,216.85,9.0,37.1,198.27,-0.06,6.29,0
4.36,-0.7,2.77,11.81,218.52,9.0,37.1,198.3,-0.07,6.42,0
4.3,-0.79,2.8,11.7,216.7,8.8,37.1,195.58,0.03,6.5,0
4.23,-1.0,2.77,11.76,218.09,9.0,37.1,200.18,-0.06,6.56,0
4.16,-1.23,2.76,11.73,217.54,8.8,37.1,197.12,0.01,6.86,0
4.08,-1.42,2.67,11.78,204.14,9.1,37.1,198.52,-0.06,6.52,0
4.06,-1.49,2.63,11.74,173.23,9.1,37.1,196.96,0.03,5.62,0
4.05,-1.44,2.52,11.79,171.3,9.3,37.1,197.38,-0.02,5.5,0
4.05,-1.4,2.63,11.73,172.35,9.2,37.1,197.52,0.03,5.49,0
4.03,-1.35,2.58,11.74,173.02,9.1,37.1,197.51,-0.03,5.43,0
4.06,-1.18,2.54,11.67,171.22,9.0,37.1,195.82,0.05,5.29,0
4.14,-0.89,2.55,11.64,173.06,9.2,37.1,196.08,0.0,5.12,0
4.17,-0.8,2.73,11.69,195.81,8.9,37.1,196.2,-0.01,5.72,0
4.15,-0.83,2.72,11.75,217.51,9.0,37.1,195.59,-0.03,6.39,0
4.15,-0.9,2.75,11.75,216.95,8.9,37.1,196.82,-0.02,6.41,0
4.08,-1.09,2.74,11.94,217.67,9.1,37.1,201.14,-0.16,6.45,0
4.03,-1.31,2.74,11.83,216.16,9.1,37.1,198.22,0.01,6.71,0
3.96,-1.48,2.63,11.79,217.47,9.0,37.1,196.78,0.01,6.93,0
3.95,-1.44,2.58,11.86,172.42,9.3,37.1,198.76,-0.06,5.39,0
3.98,-1.3,2.57,11.84,171.83,9.3,37.1,198.51,-0.01,5.27,0
4.04,-1.13,2.5,11.8,172.54,9.2,37.1,197.62,0.01,5.2,0
4.13,-0.89,2.6,11.79,170.75,9.1,37.1,197.8,0.0,5.0,0
4.21,-0.63,2.64,11.8,192.72,9.3,37.1,197.36,0.0,5.45,0
4.21,-0.68,2.74,11.8,217.67,9.0,37.1,197.36,-0.01,6.22,0
4.18,-0.71,2.76,11.74,216.8,9.1,37.1,196.58,0.0,6.21,0
4.13,-0.85,2.83,11.7,217.6,8.9,37.1,196.9,0.0,6.33,0
4.06,-1.01,2.79,11.7,217.79,8.9,37.1,196.49,0.0,6.47,0
3.98,-1.18,2.7,11.69,218.01,8.9,37.1,196.1,-0.02,6.61,0
3.94,-1.35,2.72,11.7,218.27,9.1,37.1,195.96,-0.06,6.8,0
3.88,-1.51,2.64,11.73,204.15,9.1,37.1,196.8,-0.04,6.45,0
3.86,-1.56,2.59,11.79,172.85,9.2,37.1,198.1,-0.04,5.45,0
3.86,-1.49,2.56,11.61,172.0,9.2,37.1,195.3,0.03,5.43,0
3.88,-1.4,2.61,11.61,172.79,9.1,37.1,195.2,0.0,5.39,0
3.92,-1.26,2.54,11.6,171.78,9.0,37.1,194.45,0.0,5.27,0
4.03,-0.97,2.52,11.58,172.05,8.9,37.1,196.0,-0.05,5.05,0
4.11,-0.71,2.6,11.7,192.04,9.2,37.1,196.4,-0.17,5.43,0
4.12,-0.7,2.72,11.7,218.3,8.9,37.1,196.8,-0.2,6.17,0
4.14,-0.7,2.73,11.65,217.45,9.0,37.1,195.9,-0.2,6.19,0
4.13,-0.71,2.72,11.63,217.82,8.8,37.1,194.44,-0.18,6.26,0
4.11,-0.8,2.69,11.7,217.5,9.0,37.1,195.72,-0.26,6.29,0
4.09,-0.8,2.76,11.7,217.91,8.9,37.1,195.88,-0.2,6.27,0
4.05,-0.9,2.74,11.7,216.73,9.0,37.1,196.16,-0.16,6.3,0
3.98,-1.04,2.74,11.65,217.46,8.8,37.1,195.8,-0.14,6.43,0
3.94,-1.22,2.72,11.44,217.9,8.9,37.1,194.04,0.04,6.69,0
3.9,-1.39,2.7,11.58,216.58,8.6,37.1,194.5,-0.09,6.79,0
3.87,-1.46,2.61,11.6,189.82,8.9,37.1,193.76,-0.1,6.03,0
3.9,-1.33,2.53,11.6,172.27,9.0,37.1,195.26,-0.1,5.32,0
4.0,-1.02,2.49,11.6,171.95,9.2,37.1,194.3,-0.08,5.12,0
4.1,-0.73,2.63,11.72,174.99,9.0,37.1,196.47,-0.14,4.96,0
4.11,-0.7,2.72,11.78,217.18,9.0,37.1,197.92,-0.15,6.09,0
4.12,-0.7,2.7,11.54,217.69,8.9,37.1,195.32,0.03,6.19,0
4.11,-0.72,2.77,11.66,218.04,8.8,37.1,195.82,-0.09,6.2,0
4.07,-0.8,2.75,11.79,217.16,9.0,37.1,197.6,-0.18,6.18,0
4.01,-0.9,2.74,11.79,217.53,9.1,37.1,198.06,-0.29,6.23,0
3.94,-1.05,2.72,11.46,217.04,8.9,37.1,194.18,0.01,6.43,0
3.9,-1.16,2.73,11.44,217.83,8.6,37.1,192.58,0.02,6.6,0
3.88,-1.31,2.72,11.5,216.89,8.7,37.1,193.12,-0.07,6.72,0
3.86,-1.42,2.58,11.5,209.64,8.8,37.1,193.12,-0.06,6.61,0
3.93,-1.2,2.51,11.48,170.83,9.1,37.1,191.76,-0.04,5.27,0
4.05,-0.92,2.56,11.45,171.13,8.8,37.1,192.5,-0.01,5.09,0
4.09,-0.8,2.66,11.68,213.28,8.9,37.1,194.52,-0.18,6.19,0
4.12,-0.76,2.69,11.63,216.13,9.0,37.1,194.46,-0.17,6.24,0
4.14,-0.77,2.71,11.58,217.35,8.9,37.1,194.12,-0.11,6.34,0
4.15,-0.7,2.69,11.6,218.1,8.9,37.1,195.58,-0.17,6.24,0
4.18,-0.7,2.71,11.6,216.63,8.9,37.1,195.2,-0.17,6.25,0
4.22,-0.67,2.71,11.61,217.84,8.9,37.1,195.68,-0.11,6.28,0
4.23,-0.7,2.75,11.69,217.24,9.0,37.1,196.02,-0.2,6.3,0
4.24,-0.7,2.75,11.68,217.23,8.9,37.1,195.98,-0.18,6.31,0
4.21,-0.76,2.77,11.67,218.73,9.0,37.1,196.7,-0.15,6.37,0
4.2,-0.8,2.72,11.5,215.75,8.7,37.1,193.18,0.03,6.43,0
4.18,-0.8,2.78,11.58,217.43,8.8,37.1,193.69,-0.1,6.45,0
4.17,-0.9,2.78,11.6,217.17,8.8,37.1,193.92,-0.1,6.54,0
4.1,-1.14,2.82,11.63,217.14,8.8,37.1,195.76,-0.11,6.7,0
3.89,-1.64,2.82,11.56,218.4,8.8,37.1,195.62,-0.07,7.11,0
3.78,-1.73,2.52,11.33,173.58,8.8,37.1,191.96,0.16,5.74,0
3.8,-1.63,2.51,11.53,172.69,8.9,37.1,193.84,-0.06,5.58,0
3.84,-1.56,2.53,11.45,172.4,9.0,37.1,192.65,0.02,5.57,0
3.87,-1.47,2.59,11.57,171.07,9.0,37.1,194.68,-0.05,5.4,0
3.91,-1.3,2.52,11.51,171.25,9.1,37.1,193.78,0.02,5.31,0
4.0,-1.0,2.48,11.56,173.15,9.1,37.1,193.48,-0.05,5.15,0
4.1,-0.75,2.65,11.51,182.3,9.1,37.1,193.31,0.0,5.27,0
4.1,-0.79,2.74,11.6,217.66,8.9,37.1,195.06,-0.01,6.29,0
4.05,-0.85,2.8,11.72,218.16,8.8,37.1,196.24,-0.02,6.29,0
3.97,-0.97,2.72,11.79,216.49,9.1,37.1,198.5,-0.08,6.21,0
3.89,-1.15,2.75,11.65,217.72,9.0,37.1,196.16,0.08,6.44,0
3.83,-1.38,2.77,11.77,218.51,9.0,37.1,198.0,-0.03,6.63,0
3.77,-1.6,2.66,11.71,217.49,8.9,37.1,196.94,0.02,6.84,0
3.7,-1.7,2.59,11.81,181.69,9.2,37.1,198.32,-0.1,5.7,0
3.68,-1.68,2.54,11.57,172.24,9.2,37.1,194.02,0.1,5.49,0
3.68,-1.59,2.55,11.62,170.92,9.0,37.1,195.96,0.05,5.29,0
3.73,-1.4,2.49,11.66,172.34,9.2,37.1,195.8,-0.04,5.21,0
3.84,-1.06,2.53,11.61,171.09,9.2,37.1,195.44,0.0,4.94,0
3.89,-1.0,2.68,11.75,211.51,9.0,37.1,196.9,-0.02,6.06,0
3.91,-1.0,2.67,11.83,218.11,9.2,37.1,198.08,-0.05,6.23,0
3.92,-1.0,2.65,11.9,218.31,9.1,37.1,200.28,-0.13,6.18,0
3.97,-0.92,2.6,11.64,217.59,9.0,37.1,195.66,0.14,6.27,0
4.02,-0.9,2.71,11.81,218.04,9.1,37.1,196.94,-0.01,6.27,0
4.04,-0.89,2.68,11.85,216.92,9.3,37.1,198.34,-0.07,6.21,0
4.05,-0.9,2.71,11.72,217.38,9.0,37.1,197.2,0.02,6.29,0
4.06,-0.9,2.69,11.79,218.95,9.1,37.1,198.56,-0.04,6.31,0
4.09,-0.9,2.69,11.73,216.06,9.1,37.1,196.37,0.01,6.33,0
4.1,-0.9,2.74,11.75,217.57,9.1,37.1,197.54,-0.04,6.35,0
4.08,-1.04,2.75,11.74,217.43,8.9,37.1,197.38,0.0,6.49,0
4.0,-1.24,2.7,11.82,218.29,9.1,37.1,198.54,-0.16,6.64,0
3.93,-1.3,2.59,11.64,206.07,9.2,37.1,195.82,0.04,6.35,0
4.0,-1.12,2.52,11.76,171.92,9.2,37.1,197.7,-0.03,5.14,0
4.1,-0.87,2.61,11.88,171.9,9.3,37.1,198.8,-0.12,4.95,0
4.16,-0.7,2.66,11.77,188.95,9.3,37.1,197.31,-0.02,5.37,0
4.15,-0.7,2.72,11.69,219.41,8.9,37.1,195.9,0.04,6.26,0
4.13,-0.71,2.73,11.7,217.61,9.1,37.1,196.63,0.0,6.17,0
4.09,-0.81,2.74,11.7,218.22,9.0,37.1,196.5,-0.01,6.27,0
4.04,-0.9,2.74,11.7,217.02,8.9,37.1,196.62,-0.05,6.28,0
3.99,-0.97,2.75,11.71,219.05,9.0,37.1,197.22,-0.09,6.35,0
3.95,-1.06,2.71,11.57,217.64,8.9,37.1,194.52,0.03,6.47,0
3.94,-1.17,2.7,11.6,216.59,9.0,37.1,194.68,-0.03,6.55,0
3.95,-1.26,2.69,11.65,217.41,8.9,37.1,195.34,-0.11,6.69,0
3.94,-1.36,2.61,11.73,216.73,9.1,37.1,198.04,-0.18,6.68,0
4.04,-1.17,2.49,11.54,171.76,9.3,37.1,194.65,0.07,5.29,0
4.17,-0.82,2.5,11.66,172.3,8.9,37.1,196.02,-0.08,5.05,0
4.22,-0.7,2.69,11.8,202.92,9.2,37.1,197.52,-0.2,5.83,0
4.25,-0.63,2.71,11.8,217.26,9.1,37.1,197.84,-0.15,6.17,0
4.26,-0.6,2.73,11.8,218.61,9.0,37.1,197.71,-0.18,6.19,0
4.27,-0.6,2.74,11.59,218.85,8.9,37.1,194.46,-0.04,6.32,0
4.31,-0.6,2.68,11.63,219.12,8.7,37.1,195.1,-0.05,6.36,0
4.32,-0.6,2.75,11.69,217.14,9.0,37.1,197.2,-0.1,6.24,0
4.32,-0.63,2.79,11.6,217.83,8.8,37.1,195.37,-0.07,6.37,0
4.3,-0.7,2.7,11.6,218.23,8.8,37.1,194.7,-0.06,6.46,0
4.28,-0.7,2.74,11.6,218.13,8.9,37.1,194.7,-0.12,6.44,0
4.32,-0.7,2.72,11.6,217.86,8.9,37.1,193.94,-0.11,6.51,0
4.33,-0.75,2.75,11.6,217.57,8.9,37.1,193.5,-0.07,6.58,0
4.3,-0.87,2.77,11.52,216.99,8.9,37.1,193.67,-0.01,6.67,0
4.29,-0.9,2.7,11.55,216.96,8.8,37.1,194.02,-0.07,6.7,0
4.31,-1.04,2.74,11.6,217.5,9.0,37.1,193.76,-0.13,6.93,0
4.27,-1.15,2.59,11.6,200.52,8.9,37.1,196.74,-0.11,6.37,0
4.34,-0.9,2.56,11.53,170.94,9.1,37.1,193.55,-0.04,5.33,0
4.43,-0.72,2.68,11.54,171.18,8.8,37.1,193.76,-0.03,5.25,0
4.37,-0.77,2.83,11.69,213.57,8.7,37.1,196.5,-0.19,6.44,0
4.28,-0.95,2.75,11.77,217.88,9.0,37.1,197.5,-0.25,6.65,0
4.25,-1.15,2.77,11.9,217.55,9.2,37.1,200.06,-0.22,6.78,0
4.18,-1.46,2.76,11.71,217.11,9.0,37.1,197.0,0.06,7.17,0
4.18,-1.5,2.55,11.62,175.16,9.0,37.1,193.66,0.09,5.92,0
4.17,-1.5,2.64,11.63,172.38,9.2,37.1,195.72,0.02,5.75,0
4.13,-1.5,2.64,11.53,171.21,8.8,37.1,194.22,0.07,5.73,0
4.11,-1.5,2.58,11.54,173.13,9.0,37.1,193.76,0.03,5.78,0
4.11,-1.48,2.58,11.68,172.35,9.2,37.1,196.39,-0.01,5.66,0
4.12,-1.48,2.61,11.77,171.77,9.1,37.1,197.54,0.0,5.62,0
4.15,-1.4,2.59,11.65,173.15,9.1,37.1,196.08,0.12,5.65,0
4.11,-1.4,2.63,11.79,171.6,9.1,37.1,197.82,-0.04,5.51,0
4.09,-1.41,2.63,11.74,172.32,9.2,37.1,196.6,0.04,5.56,0
4.05,-1.45,2.62,11.68,173.36,9.1,37.1,196.36,0.02,5.6,0
4.02,-1.46,2.6,11.65,171.53,9.2,37.1,195.72,-0.02,5.53,0
4.0,-1.48,2.59,11.5,172.7,9.0,37.1,194.0,0.01,5.62,0
3.97,-1.4,2.57,11.43,173.14,8.9,37.1,192.5,0.02,5.57,0
3.98,-1.34,2.58,11.35,172.33,9.0,37.1,190.55,0.0,5.55,0
4.06,-1.1,2.51,11.34,173.43,8.8,37.1,190.96,0.04,5.41,0
4.18,-0.78,2.54,11.34,172.18,8.9,37.1,190.66,0.02,5.17,0
4.21,-0.67,2.76,11.46,199.44,8.8,37.1,193.26,-0.02,5.81,0
4.18,-0.71,2.74,11.39,218.3,8.8,37.1,190.82,-0.02,6.44,0
4.15,-0.8,2.74,11.3,217.69,8.5,37.1,191.2,0.01,6.5,0
4.14,-0.8,2.72,11.42,218.31,8.6,37.1,191.06,-0.02,6.51,0
4.13,-0.9,2.74,11.67,218.74,8.8,37.1,196.12,-0.08,6.46,0
4.06,-1.09,2.77,11.72,216.76,9.0,37.1,196.22,-0.02,6.55,0
3.98,-1.26,2.66,11.66,209.53,8.9,37.1,197.1,0.0,6.42,0
4.01,-1.12,2.57,11.63,172.86,9.0,37.1,196.29,0.02,5.21,0
4.11,-0.81,2.54,11.64,170.96,9.0,37.1,196.08,0.04,4.94,0
4.15,-0.7,2.71,11.81,194.37,9.2,37.1,198.18,-0.14,5.48,0
4.13,-0.7,2.73,11.58,217.31,9.0,37.1,195.16,0.13,6.2,0
4.1,-0.74,2.77,11.51,217.3,8.8,37.1,192.92,0.16,6.28,0
4.06,-0.84,2.74,11.7,218.33,8.8,37.1,196.24,-0.05,6.29,0
4.02,-0.97,2.76,11.62,217.21,8.9,37.1,195.06,-0.01,6.4,0
3.92,-1.15,2.68,11.66,217.8,8.8,37.1,196.35,-0.1,6.48,0
3.9,-1.2,2.65,11.48,217.9,8.9,37.1,193.43,0.06,6.62,0
3.93,-1.3,2.66,11.47,216.92,8.7,37.1,193.6,0.05,6.75,0
3.91,-1.31,2.57,11.66,200.38,9.0,37.1,195.52,-0.12,6.17,0
4.06,-1.0,2.48,11.56,173.19,9.1,37.1,194.45,0.17,5.2,0
4.2,-0.65,2.57,11.74,176.59,9.1,37.1,197.44,-0.06,5.01,0
4.26,-0.53,2.7,11.77,217.98,9.1,37.1,197.32,0.03,6.1,0
4.26,-0.51,2.79,11.94,218.53,9.2,37.1,199.73,-0.06,6.02,0
4.23,-0.6,2.79,11.77,217.58,9.1,37.1,198.24,0.06,6.12,0
4.2,-0.7,2.76,11.6,218.47,8.8,37.1,195.53,0.06,6.31,0
4.14,-0.76,2.77,11.77,218.41,8.9,37.1,197.37,-0.16,6.26,0
4.07,-0.97,2.8,11.83,216.78,9.2,37.1,198.84,-0.06,6.33,0
4.01,-1.15,2.69,11.58,217.88,8.9,37.1,195.04,0.06,6.65,0
3.96,-1.27,2.67,11.58,218.87,8.9,37.1,195.96,-0.01,6.74,0
3.99,-1.15,2.54,11.46,173.85,9.0,37.1,193.2,-0.01,5.33,0
4.09,-0.8,2.52,11.37,172.9,8.9,37.1,191.0,0.01,5.11,0
4.14,-0.7,2.75,11.44,201.81,8.8,37.1,191.43,0.0,5.89,0
4.11,-0.82,2.76,11.57,217.01,8.7,37.1,194.64,-0.03,6.34,0
4.06,-0.88,2.75,11.47,217.42,8.9,37.1,193.24,0.01,6.42,0
4.01,-1.05,2.73,11.49,218.38,8.7,37.1,193.42,0.0,6.59,0
3.96,-1.16,2.69,11.5,217.37,8.9,37.1,192.9,0.01,6.66,0
3.95,-1.28,2.69,11.56,217.44,8.8,37.1,194.69,-0.03,6.74,0
3.94,-1.32,2.57,11.48,204.81,8.8,37.1,192.65,0.1,6.45,0
4.02,-1.08,2.47,11.68,172.13,8.9,37.1,194.47,-0.18,5.2,0
4.11,-0.82,2.62,11.92,172.35,9.2,37.1,200.2,-0.21,4.89,0
4.14,-0.77,2.69,11.72,215.65,9.1,37.1,197.64,0.12,6.17,0
4.19,-0.7,2.71,11.51,217.87,8.9,37.1,193.63,0.02,6.34,0
4.22,-0.7,2.7,11.41,216.8,8.8,37.1,193.34,0.01,6.36,0
4.23,-0.7,2.73,11.45,218.11,8.7,37.1,192.28,-0.01,6.45,0
4.25,-0.62,2.68,11.56,216.69,8.8,37.1,193.9,-0.08,6.28,0
4.26,-0.6,2.74,11.44,216.91,8.8,37.1,192.92,0.05,6.31,0
4.26,-0.63,2.74,11.55,217.65,8.7,37.1,193.36,-0.04,6.35,0
4.24,-0.7,2.76,11.6,217.28,8.9,37.1,194.1,-0.09,6.38,0
4.19,-0.76,2.74,11.52,216.78,8.8,37.1,194.18,-0.01,6.37,0
4.15,-0.88,2.76,11.53,218.27,8.8,37.1,194.08,-0.05,6.52,0
4.11,-1.0,2.73,11.42,217.59,8.8,37.1,192.44,0.02,6.66,0
4.11,-1.06,2.7,11.46,215.46,8.7,37.1,192.76,-0.03,6.66,0
4.08,-1.19,2.65,11.53,202.35,8.8,37.1,193.36,-0.04,6.36,0
4.08,-1.1,2.61,11.58,172.96,8.9,37.1,194.06,-0.07,5.32,0
4.11,-0.86,2.56,11.5,171.2,9.0,37.1,193.76,0.03,5.07,0
4.1,-0.8,2.75,11.53,208.07,8.8,37.1,194.24,-0.08,6.05,0
4.07,-0.8,2.69,11.43,217.04,8.8,37.1,193.78,0.0,6.29,0
4.07,-0.8,2.71,11.44,216.39,8.8,37.1,193.35,-0.01,6.29,0
4.07,-0.87,2.71,11.53,218.47,8.7,37.1,194.16,-0.02,6.41,0
4.06,-0.89,2.7,11.6,216.37,9.0,37.1,195.78,-0.06,6.31,0
4.05,-0.9,2.7,11.54,216.99,8.8,37.1,194.9,0.02,6.36,0
4.02,-0.99,2.72,11.58,217.46,8.8,37.1,194.36,-0.07,6.47,0
4.0,-1.09,2.71,11.45,216.52,8.8,37.1,192.84,0.05,6.59,0
3.99,-1.21,2.67,11.5,216.95,8.8,37.1,194.4,-0.04,6.68,0
3.95,-1.35,2.68,11.4,216.99,8.8,37.1,193.28,0.01,6.86,0
3.94,-1.32,2.53,11.49,179.18,8.8,37.1,193.0,-0.04,5.64,0
4.02,-1.08,2.52,11.5,170.92,8.9,37.1,193.86,-0.03,5.19,0
4.1,-0.81,2.62,11.5,196.64,9.0,37.1,191.88,0.0,5.79,0
4.13,-0.8,2.71,11.55,215.89,8.8,37.1,193.64,-0.04,6.34,0
4.14,-0.8,2.68,11.6,217.66,8.8,37.1,194.78,-0.01,6.36,0
4.14,-0.82,2.73,11.61,216.27,8.9,37.1,195.1,-0.07,6.35,0
4.12,-0.88,2.68,11.64,217.97,9.0,37.1,195.94,-0.07,6.42,0
4.14,-0.8,2.66,11.59,217.45,9.0,37.1,194.2,0.01,6.37,0
4.16,-0.8,2.68,11.6,216.27,8.9,37.1,195.36,-0.03,6.32,0
4.21,-0.8,2.68,11.67,216.39,8.9,37.1,196.55,-0.08,6.35,0
4.27,-0.72,2.65,11.66,216.78,9.1,37.1,196.14,-0.04,6.35,0
4.33,-0.65,2.69,11.6,216.54,8.9,37.1,195.45,0.01,6.37,0
4.4,-0.6,2.72,11.63,218.02,8.9,37.1,195.29,-0.05,6.43,0
4.41,-0.6,2.75,11.59,217.32,8.9,37.1,193.45,0.01,6.49,0
4.35,-0.68,2.82,11.6,216.47,8.9,37.1,195.36,-0.07,6.42,0
4.21,-1.0,2.85,11.54,217.16,8.7,37.1,194.37,-0.04,6.71,0
4.13,-1.24,2.72,11.5,217.39,8.7,37.1,193.56,-0.01,6.95,0
4.01,-1.47,2.69,11.57,201.26,8.8,37.1,193.98,-0.08,6.56,0
3.93,-1.53,2.63,11.43,171.63,8.9,37.1,191.94,0.03,5.63,0
3.91,-1.5,2.55,11.48,171.95,8.9,37.1,193.24,-0.01,5.55,0
3.9,-1.45,2.61,11.44,169.75,9.0,37.1,193.16,0.0,5.42,0
3.94,-1.23,2.52,11.48,171.08,8.9,37.1,193.02,-0.01,5.28,0
3.97,-1.1,2.63,11.4,190.74,8.8,37.1,192.74,0.01,5.78,0
3.95,-1.21,2.7,11.5,216.29,8.7,37.1,193.72,-0.04,6.64,0
3.91,-1.34,2.67,11.48,217.15,8.7,37.1,194.6,-0.08,6.76,0
3.95,-1.39,2.63,11.43,215.14,8.9,37.1,192.39,0.02,6.88,0
3.96,-1.5,2.63,11.5,213.5,8.8,37.1,193.98,-0.04,6.93,0
3.96,-1.48,2.57,11.5,172.27,8.9,37.1,192.22,0.01,5.62,0
3.97,-1.35,2.52,11.57,170.77,9.0,37.1,194.8,-0.05,5.38,0
4.03,-1.16,2.53,11.55,172.04,9.1,37.1,193.9,-0.03,5.31,0
4.13,-0.86,2.54,11.5,171.6,9.1,37.1,193.47,0.01,5.1,0
4.19,-0.7,2.69,11.51,196.53,8.8,37.1,195.24,-0.03,5.67,0
4.19,-0.7,2.73,11.5,217.61,8.7,37.1,194.84,-0.01,6.29,0
4.17,-0.75,2.74,11.54,217.94,8.8,37.1,194.14,-0.02,6.37,0
4.12,-0.86,2.75,11.51,215.8,8.7,37.1,194.26,0.0,6.38,0
4.07,-0.97,2.74,11.5,218.7,8.8,37.1,194.1,-0.03,6.55,0
4.02,-1.16,2.72,11.59,216.97,8.7,37.1,193.84,-0.05,6.68,0
3.98,-1.32,2.7,11.6,216.8,8.9,37.1,195.55,-0.07,6.77,0
3.93,-1.38,2.55,11.62,201.65,9.0,37.1,195.6,-0.07,6.31,0
3.99,-1.2,2.54,11.56,172.08,9.1,37.1,194.5,0.02,5.29,0
4.11,-0.93,2.54,11.6,172.31,9.0,37.1,193.28,-0.02,5.17,0
4.15,-0.7,2.67,11.6,199.58,9.0,37.1,195.2,-0.06,5.72,0
4.16,-0.73,2.68,11.6,217.39,9.0,37.1,195.62,-0.07,6.27,0
